,Bus_Station_Name,Location,Postcode
358,Gilbert Rd/Bell St (Preston),"-37.743975, 144.98953",3072
359,Erin St/Bell St (Preston),"-37.744277, 144.992926",3072
360,Penola St/Bell St (Preston),"-37.744553, 144.995938",3072
361,Bell Station/Bell St (Preston),"-37.745162, 145.002038",3072
362,Plenty Rd/Bell St (Preston),"-37.745483, 145.005037",3072
363,Panch Health Service/Bell St (Preston),"-37.74582, 145.00849",3072
364,O'Keefe St/Bell St (Preston),"-37.7465, 145.014589",3072
365,Liberty Pde/Bell St (Bellfield (3081)),"-37.749419, 145.037142",3081
366,Oriel Rd/Bell St (Bellfield (3081)),"-37.749729, 145.039528",3081
367,Settlement Rd/Dalton Rd (Thomastown),"-37.688275, 145.028061",3074
368,Plunkett St/Bell St (Bellfield (3081)),"-37.750313, 145.042668",3081
369,Melbourne Polytechnic/Bell St (Bellfield (3081)),"-37.751031, 145.045192",3081
370,Gotha St/Bell St (Heidelberg Heights),"-37.751895, 145.047802",3079
371,Austin Repat MC/Bell St (Heidelberg Heights),"-37.752676, 145.049825",3079
372,Myrtle St/Bell St (Heidelberg Heights),"-37.753841, 145.052677",3079
373,Warringal SC/Cape St (Heidelberg),"-37.755596, 145.06733",3084
374,Heidelberg PS/Darebin St (Heidelberg),"-37.754559, 145.069468",3084
375,Brown St/Rosanna Rd (Heidelberg),"-37.752104, 145.070361",3084
376,Reid St/Rosanna Rd (Heidelberg),"-37.750011, 145.070767",3084
377,St James Rd/Rosanna Rd (Heidelberg),"-37.748573, 145.071043",3084
378,Alison St/Dalton Rd (Thomastown),"-37.684003, 145.029127",3074
379,Station Rd/Rosanna Rd (Rosanna),"-37.745697, 145.071515",3084
380,Millicent St/Lower Plenty Rd (Rosanna),"-37.740489, 145.06938",3084
381,Arden Cres/Lower Plenty Rd (Rosanna),"-37.739674, 145.070774",3084
382,Milford Gr/Lower Plenty Rd (Rosanna),"-37.738035, 145.073608",3084
383,Lyons St/Hyde St (Footscray),"-37.808195, 144.899738",3011
384,Harris St/Hyde St (Footscray),"-37.811154, 144.898405",3011
385,Yarraville Gardens/Hyde St (Yarraville),"-37.814269, 144.897271",3011
386,Lennox St/Hyde St (Yarraville),"-37.816695, 144.896862",3013
387,Earsdon St/Hyde St (Yarraville),"-37.818221, 144.896512",3013
388,Little Hyde St/Hyde St (Yarraville),"-37.819883, 144.896215",3013
389,Buckingham Ct/Dalton Rd (Thomastown),"-37.680552, 145.029706",3074
390,Hyde St/Francis St (Yarraville),"-37.821786, 144.895309",3013
391,Stephen St/Francis St (Yarraville),"-37.821464, 144.892432",3013
392,Hughes St/Francis St (Yarraville),"-37.821253, 144.890666",3013
393,Evans St/Bridge St (Port Melbourne),"-37.834185, 144.940588",3207
394,Princes St/Bridge St (Port Melbourne),"-37.835884, 144.942415",3207
395,Bay Street Shops/Bay St (Port Melbourne),"-37.83851, 144.942604",3207
396,Cruikshank St/Liardet St (Port Melbourne),"-37.840021, 144.945028",3207
397,Bridport St/Richardson St (Albert Park),"-37.842353, 144.949031",3207
398,Albert Park Shops/Richardson St (Albert Park),"-37.843579, 144.951145",3206
399,Kerferd Rd/Richardson St (Albert Park),"-37.845575, 144.95451",3206
400,Wattle St/Dalton Rd (Thomastown),"-37.678557, 145.030031",3074
401,Middle Park PS/Richardson St (Middle Park),"-37.847186, 144.957489",3206
402,Wright St/Richardson St (Middle Park),"-37.848006, 144.959046",3206
403,Nimmo St/Richardson St (Middle Park),"-37.849749, 144.962373",3206
404,Armstrong St/Danks St (Middle Park),"-37.853082, 144.96285",3206
405,Fraser St/Patterson St (St Kilda West),"-37.855361, 144.96697",3206
406,Jacoby Reserve/Park St (St Kilda West),"-37.857197, 144.970431",3182
407,Mary St/Park St (St Kilda),"-37.859057, 144.972744",3182
408,Maple St/Dalton Rd (Lalor),"-37.675016, 145.030612",3074
409,Warland Rd/Carrington St (Hampton East),"-37.936069, 145.033723",3190
410,Dane Rd/Spring Rd (Hampton East),"-37.939946, 145.033813",3190
411,Besant St/Spring Rd (Hampton East),"-37.942593, 145.033162",3190
412,Bluff Rd/Wickham Rd (Hampton),"-37.942887, 145.023277",3188
413,Aquarena/Williamsons Rd (Templestowe Lower),"-37.774376, 145.126379",3107
414,Deakin Ave/Dalton Rd (Lalor),"-37.671744, 145.031163",3075
415,June St/Bluff Rd (Hampton),"-37.945504, 145.022433",3188
416,Abberfield Nursing Home/Bluff Rd (Sandringham),"-37.948055, 145.021944",3188
417,Sandringham College/Bluff Rd (Sandringham),"-37.950777, 145.021381",3188
418,Bay Rd/Bluff Rd (Sandringham),"-37.954324, 145.020649",3188
419,Holloway Rd/Bluff Rd (Sandringham),"-37.957699, 145.019886",3188
420,College Gr/Balcombe Rd (Black Rock),"-37.975678, 145.018868",3193
421,Cullinane St/Balcombe Rd (Black Rock),"-37.976031, 145.021102",3193
422,Hunter Ave/Balcombe Rd (Black Rock),"-37.976385, 145.023915",3193
423,Summerhill Rd/Balcombe Rd (Beaumaris),"-37.976682, 145.026537",3193
424,Haydens Rd/Balcombe Rd (Beaumaris),"-37.977101, 145.030033",3193
425,Ruth St/Dalton Rd (Lalor),"-37.669875, 145.031473",3074
426,McNaught St/Balcombe Rd (Beaumaris),"-37.978054, 145.035278",3193
427,Morey St/Balcombe Rd (Beaumaris),"-37.97814, 145.039386",3193
428,Thistle St/Mt Alexander Rd (Essendon),"-37.75085, 144.914265",3040
429,Ryland Ave/Maroondah Hwy (Croydon),"-37.790088, 145.266118",3136
430,Stirling Rd/Maroondah Hwy (Croydon),"-37.788496, 145.27064",3136
431,Bonnie View Rd/Maroondah Hwy (Croydon North),"-37.781081, 145.288084",3136
432,Golf Links Rd/Maroondah Hwy (Croydon North),"-37.778293, 145.292157",3136
433,Queen St/Dalton Rd (Lalor),"-37.668051, 145.031771",3074
434,Primrose Rd/Maroondah Hwy (Croydon North),"-37.774645, 145.292933",3136
435,Dorset Rd/Maroondah Hwy (Croydon),"-37.771364, 145.294757",3136
436,Exeter Rd/Maroondah Hwy (Croydon),"-37.770475, 145.295617",3116
437,Maroondah Golf Park/Maroondah Hwy (Mooroolbark),"-37.767023, 145.301191",3116
438,Old Melbourne Rd/Maroondah Hwy (Chirnside Park),"-37.765468, 145.304599",3116
439,Chirnside Homemaker Centre/Maroondah Hwy (Mooroolbark),"-37.76421, 145.306784",3116
440,Fletcher Rd/Maroondah Hwy (Mooroolbark),"-37.761909, 145.310299",3116
441,Curtin Ave/Dalton Rd (Lalor),"-37.665508, 145.032212",3074
442,Powell St/Spring St (Reservoir),"-37.726637, 145.001198",3073
443,Frankston St/Spring St (Reservoir),"-37.724948, 145.001504",3073
444,Broughton Ave/Spring St (Reservoir),"-37.723699, 145.001719",3073
445,Reservoir St/Spring St (Reservoir),"-37.721618, 145.002819",3073
446,Croft Cres/Spring St (Reservoir),"-37.720316, 145.004192",3073
447,Viola St/Spring St (Reservoir),"-37.71859, 145.005521",3073
448,Compton St/Edwardes St (Reservoir),"-37.715873, 145.002065",3073
449,Kelsby St/Edwardes St (Reservoir),"-37.715406, 144.997903",3073
450,Childs Rd/Dalton Rd (Lalor),"-37.661938, 145.03106",3074
451,Gilbert Rd/Edwardes St (Reservoir),"-37.71605, 144.992849",3073
452,Pitt St/Edwardes St (Reservoir),"-37.714333, 144.987824",3073
453,Newlands Rd/Edwardes St (Reservoir),"-37.714009, 144.984679",3073
454,Newlands Rd/Henty St (Reservoir),"-37.717517, 144.98269",3073
455,Kurnai Ave/Henty St (Reservoir),"-37.71771, 144.984511",3073
456,Wattlebrae St/Henty St (Reservoir),"-37.717916, 144.989701",3073
457,Boniview St/Henty St (Reservoir),"-37.718199, 144.991509",3073
458,Henty St/Gilbert Rd (Reservoir),"-37.718609, 144.993324",3073
459,Kia Ora Rd/Gilbert Rd (Reservoir),"-37.720028, 144.993082",3073
460,Holroyd Dr/Dalton Rd (Epping),"-37.659402, 145.030344",3075
461,Dwyer Ave/Gilbert Rd (Reservoir),"-37.723784, 144.992447",3072
462,Knox St/Gilbert Rd (Reservoir),"-37.72542, 144.992165",3073
463,Beatty St/Gilbert Rd (Reservoir),"-37.726408, 144.991957",3072
464,Gilbert Rd/Regent St (Preston),"-37.729449, 144.991682",3072
465,Edwardes St/Kelsby St (Reservoir),"-37.715141, 144.998228",3073
466,Leamington St/Kelsby St (Reservoir),"-37.712508, 144.998685",3073
467,Seaver Gr/Leamington St (Reservoir),"-37.711276, 144.990868",3073
468,Gill St/Banbury Rd (Reservoir),"-37.712601, 144.989301",3073
469,Edwardes St/Banbury Rd (Reservoir),"-37.714048, 144.989046",3073
470,Grand Pde/Dalton Rd (Epping),"-37.656867, 145.030683",3075
471,Luther College/Plymouth Rd (Croydon),"-37.783073, 145.27138",3136
472,Luther College/Plymouth Rd (Croydon Hills),"-37.783453, 145.273392",3136
473,Plymouth Rd/Yarra Rd (Croydon),"-37.783658, 145.274432",3136
474,Clement Cres/Croydon Rd (Croydon),"-37.784525, 145.283814",3136
475,Grandview Ave/Croydon Rd (Croydon),"-37.786611, 145.28346",3136
476,Melba College/Croydon Rd (Croydon),"-37.789996, 145.282586",3136
477,Croydon PS/Croydon Rd (Croydon),"-37.792555, 145.281971",3136
478,Larissa Ave/Maroondah Hwy (Ringwood),"-37.812095, 145.23575",3134
479,Oliver St/Maroondah Hwy (Ringwood),"-37.809452, 145.239209",3135
480,Melbourne Polytechnic/Dalton Rd (Epping),"-37.65454, 145.03113",3075
481,Rupert St/Maroondah Hwy (Ringwood),"-37.808503, 145.240209",3135
482,Leonard St/Maroondah Hwy (Ringwood),"-37.807072, 145.242139",3135
483,Mines Rd/Maroondah Hwy (Ringwood East),"-37.805048, 145.2448",3135
484,Dublin Rd/Maroondah Hwy (Ringwood East),"-37.802681, 145.247446",3135
485,Everard Rd/Maroondah Hwy (Ringwood East),"-37.801763, 145.248728",3134
486,463 Maroondah Hwy (Ringwood),"-37.800321, 145.250545",3134
487,Oban Rd/Maroondah Hwy (Ringwood),"-37.798049, 145.253518",3135
488,Maggs St/Maroondah Hwy (Croydon),"-37.793989, 145.259349",3136
489,Hinkley Ave/Maroondah Hwy (Croydon),"-37.791967, 145.262178",3136
490,Cherry Tree Gr/Maroondah Hwy (Croydon),"-37.789606, 145.267071",3136
491,Coulstock St/Davisson St (Epping),"-37.649723, 145.029784",3076
492,Highland Ave/Maroondah Hwy (Croydon),"-37.788247, 145.270885",3136
493,Warrien Rd/Maroondah Hwy (Croydon North),"-37.782367, 145.28475",3136
494,Shaftesbury St/Brewster St (Essendon),"-37.751217, 144.922279",3040
495,Napier St/Brewster St (Essendon),"-37.750875, 144.918748",3040
496,Mashoobra St/Boundary Rd (Coburg North),"-37.718659, 144.956929",3044
497,Adler Gr/Boundary Rd (Coburg North),"-37.718364, 144.953919",3044
498,Dorrington Ave/Albert St (Reservoir),"-37.726529, 145.024721",3073
499,Shorts Rd/Lorensen Ave (Coburg North),"-37.723522, 144.960868",3058
500,Athol Ave/Shorts Rd (Coburg North),"-37.723542, 144.957895",3058
501,Guilfoyle Ave/Shorts Rd (Coburg North),"-37.723185, 144.954433",3058
502,Merbein St/Sussex St (Pascoe Vale),"-37.717533, 144.951741",3044
503,Kingsley College/South St (Hadfield),"-37.715454, 144.949859",3044
504,Pascoe Vale Gardens Ret Village/South St (Hadfield),"-37.715023, 144.946286",3046
505,Princess St/South St (Hadfield),"-37.714659, 144.943017",3046
506,Fenwick St/Chadstone Rd (Malvern East),"-37.88228, 145.079111",3148
507,Cumberland Rd/South St (Hadfield),"-37.714437, 144.941152",3046
508,West St/South St (Hadfield),"-37.714025, 144.937658",3046
509,Walter St/West St (Hadfield),"-37.711695, 144.937405",3046
510,Ila St/West St (Glenroy),"-37.709872, 144.937739",3046
511,West St/Glenroy Rd (Glenroy),"-37.707393, 144.937705",3046
512,Sewell Reserve/Glenroy Rd (Glenroy),"-37.707083, 144.934924",3046
513,Northern Golf Club/Glenroy Rd (Glenroy),"-37.706549, 144.930174",3044
514,Glenroy College/Cardinal Rd (Glenroy),"-37.704687, 144.928854",3046
515,St Agnes Ct/Melbourne Ave (Glenroy),"-37.703541, 144.926163",3046
516,Corpus Christi School/Melbourne Ave (Glenroy),"-37.70321, 144.923235",3046
517,Churchill St/Melbourne Ave (Glenroy),"-37.702895, 144.920748",3046
518,Jeffrey St/Lauricella Ave (Keilor East),"-37.745657, 144.861389",3033
519,St Damians PS/Settlement Rd (Bundoora),"-37.697641, 145.056474",3083
520,Arcade Sq/West Gtwy (Keilor East),"-37.745376, 144.855337",3034
521,Sterling Dr/Norwood Dr (Keilor East),"-37.741838, 144.852546",3034
522,Bond Ct/Sterling Dr (Keilor East),"-37.741753, 144.860776",3033
523,Buckley St/Milleara Rd (Avondale Heights),"-37.752138, 144.861441",3034
524,Chaumont Dr/Milleara Rd (Avondale Heights),"-37.755197, 144.860195",3034
525,Holden Ave/Military Rd (Avondale Heights),"-37.75703, 144.85987",3034
526,Ridley Ave/Military Rd (Avondale Heights),"-37.760904, 144.861348",3034
527,Westminster Dr/Military Rd (Avondale Heights),"-37.763474, 144.86242",3034
528,Alexander St/Military Rd (Avondale Heights),"-37.767126, 144.864029",3034
529,Riverside Ave/Military Rd (Avondale Heights),"-37.769623, 144.86507",3034
530,Glenside St/Canning St (Avondale Heights),"-37.77076, 144.868647",3034
531,Rosamond Rd/Mitchell St (Maribyrnong),"-37.783244, 144.884775",3032
532,Prince St/Mitchell St (Maribyrnong),"-37.783508, 144.887425",3011
533,Birdwood St/Gordon St (Maribyrnong),"-37.785222, 144.890567",3011
534,Owen St/Gordon St (Maribyrnong),"-37.787468, 144.890162",3011
535,Preston Primary School/Tyler St (Preston),"-37.730856, 145.011432",3072
536,Ballarat Rd/Gordon St (Footscray),"-37.79079, 144.8895",3011
537,Commercial Rd/Ballarat Rd (Footscray),"-37.792111, 144.892313",3011
538,Victoria University/Ballarat Rd (Footscray),"-37.793013, 144.895342",3011
539,Wentworth Dr/McCubbin Dr (Taylors Lakes),"-37.693703, 144.774675",3038
540,Overnewton College/Robertsons Rd (Taylors Lakes),"-37.69126, 144.773636",3038
541,64 Robertsons Rd (Taylors Lakes),"-37.687163, 144.777648",3038
542,Carnarvon Cl/Palmerston Cres (Taylors Lakes),"-37.685963, 144.780462",3038
543,Warrego Pl/Palmerston Cres (Taylors Lakes),"-37.688592, 144.782697",3038
544,MacKenzie Cl/Wellesley Dr (Taylors Lakes),"-37.690384, 144.786953",3038
545,Lawson Ct/Wellesley Dr (Taylors Lakes),"-37.692031, 144.790193",3038
546,Ramu Pde/Waterdale Rd (Heidelberg West),"-37.735711, 145.048999",3081
547,Tennyson Ave/Tyler St (Preston),"-37.730539, 145.008661",3072
548,Nordic Ave/Wellesley Dr (Taylors Lakes),"-37.694193, 144.793032",3038
549,Penrhyn Ct/Verona Dr (Taylors Lakes),"-37.695556, 144.795555",3038
550,Truro Cres/Verona Dr (Taylors Lakes),"-37.69884, 144.797215",3038
551,Taylors Lakes SC/Melton Hwy (Taylors Lakes),"-37.701731, 144.800521",3038
552,Wyperfeld Ave/Sunshine Ave (Keilor Downs),"-37.710942, 144.803935",3038
553,Swindon Cres/Odessa Ave (Keilor Downs),"-37.715577, 144.805568",3038
554,Snowdon Cl/Odessa Ave (Keilor Downs),"-37.715477, 144.807432",3038
555,Keilor Downs Sec Col/Odessa Ave (Keilor Downs),"-37.715534, 144.810527",3038
556,Cromer Pl/Odessa Ave (Keilor Downs),"-37.71834, 144.812134",3038
557,McLaughlin Cres/Redleap Ave (Mill Park),"-37.661782, 145.066331",3032
558,Tarella Dr/Odessa Ave (Keilor Downs),"-37.721184, 144.812414",3038
559,Antwerp Dr/Odessa Ave (Keilor Downs),"-37.723969, 144.811991",3038
560,Dongola Rd/Sunshine Ave (Keilor Downs),"-37.726599, 144.812391",3038
561,Green Gully Rd/Sunshine Ave (St Albans),"-37.730567, 144.81595",3021
562,Fox St/Sunshine Ave (St Albans),"-37.733167, 144.818154",3021
563,Norman St/Sunshine Ave (St Albans),"-37.73509, 144.819777",3021
564,William St/Sunshine Ave (St Albans),"-37.738336, 144.822326",3021
565,Harcourt Ave/Sunshine Ave (St Albans),"-37.740674, 144.824493",3021
566,Ashton Ave/Sunshine Ave (St Albans),"-37.743109, 144.826555",3021
567,Sage Ave/Sunshine Ave (St Albans),"-37.745169, 144.828277",3021
568,High St/Station St (Reservoir),"-37.729713, 145.005109",3072
569,Sage Ave/Main Rd East (St Albans),"-37.747592, 144.828251",3021
570,Wahgunyah Dr/Main Rd East (St Albans),"-37.747302, 144.826172",3021
571,Branston Rd/Main Rd East (St Albans),"-37.747102, 144.824157",3021
572,Cowper Ave/Main Rd East (St Albans),"-37.746694, 144.821094",3021
573,Errington Rd/Main Rd East (St Albans),"-37.746076, 144.81546",3021
574,Leonard Ave/Main Rd East (St Albans),"-37.745604, 144.811888",3021
575,Errington Reserve/Main Rd East (St Albans),"-37.74454, 144.80309",3021
576,Edward St/Settlement Rd (Bundoora),"-37.69742, 145.054551",3083
577,Outlook Rise/Settlement Rd (Bundoora),"-37.697049, 145.05117",3083
578,Latrobe Ave/Settlement Rd (Bundoora),"-37.696246, 145.046722",3083
579,Greenhills Rd/Settlement Rd (Bundoora),"-37.695447, 145.044237",3083
580,Norris Bank PS/Settlement Rd (Bundoora),"-37.694703, 145.041194",3074
581,Apex Ct/Settlement Rd (Thomastown),"-37.694202, 145.036024",3074
582,Brand Dr/Settlement Rd (Thomastown),"-37.693864, 145.033051",3074
583,Hanrahan St/Wood St (Thomastown),"-37.693231, 145.026977",3074
584,Cheddar Rd/Keon Pde (Reservoir),"-37.696143, 145.021649",3074
585,Finton Gr/Keon Pde (Reservoir),"-37.695578, 145.01647",3074
586,Keon Park Station/Keon Pde (Reservoir),"-37.695131, 145.012932",3074
587,High St/Mahoneys Rd (Reservoir),"-37.694877, 145.01016",3074
588,Moorhead Dr/Redleap Ave (Mill Park),"-37.663562, 145.064924",3032
589,William Ruthven Sec Col/Mahoneys Rd (Reservoir),"-37.694091, 145.002594",3074
590,Long St/Mahoneys Rd (Reservoir),"-37.693701, 144.998703",3074
591,Callander St/Mahoneys Rd (Reservoir),"-37.693313, 144.994948",3060
592,Hughes Pde/Mahoneys Rd (Reservoir),"-37.692844, 144.990163",3060
593,Lawson Cres/Mahoneys Rd (Reservoir),"-37.692399, 144.985786",3060
594,Lockton Ave/Mahoneys Rd (Reservoir),"-37.692094, 144.982699",3060
595,Sheargold Ct/Mahoneys Rd (Reservoir),"-37.691627, 144.97805",3060
596,Phillip St/Mahoneys Rd (Reservoir),"-37.691367, 144.975472",3060
597,Janice Ct/Mahoneys Rd (Campbellfield),"-37.690228, 144.963255",3060
598,Campbellfield Plaza/Mahoneys Rd (Campbellfield),"-37.689862, 144.959806",3060
599,Buckmaster Dr/Redleap Ave (Mill Park),"-37.665131, 145.065575",3032
600,Concord Cct/Oakwood Rd (Albanvale),"-37.750815, 144.768731",3021
601,Woodland Dr/Oakwood Rd (Albanvale),"-37.746315, 144.770013",3021
602,Kardinia Dr/Oakwood Rd (Albanvale),"-37.74451, 144.770328",3021
603,Delamare Dr/Evergreen Ave (Albanvale),"-37.743395, 144.765221",3021
604,Wintersun Dr/Evergreen Ave (Albanvale),"-37.744612, 144.763334",3021
605,Stephen Calleja Reserve/Opie Rd (Albanvale),"-37.744049, 144.761717",3021
606,Main Rd West/Opie Rd (Albanvale),"-37.741887, 144.763155",3021
607,Opie Rd/Main Rd West (Albanvale),"-37.740425, 144.764947",3021
608,Entally Dr/Main Rd West (Albanvale),"-37.740611, 144.766677",3021
609,Mill Park Stables SC/Redleap Ave (Mill Park),"-37.667659, 145.063095",3082
610,Copperfield College/Gillespie Rd (Kings Park),"-37.733325, 144.771662",3021
611,Maplewood Rd/Gillespie Rd (Kings Park),"-37.733706, 144.775157",3021
612,Beverley St/Gillespie Rd (St Albans),"-37.734173, 144.779375",3021
613,Kings Rd/Gillespie Rd (St Albans),"-37.734371, 144.781729",3021
614,Glenrosa Ct/Gillespie Rd (St Albans),"-37.734705, 144.785124",3021
615,Atheldene Dr/Gillespie Rd (St Albans),"-37.735036, 144.788847",3021
616,Andrew Rd/Jamieson St (St Albans),"-37.736104, 144.788599",3021
617,John St/Jamieson St (St Albans),"-37.738947, 144.786937",3021
618,Shirley St/James St (St Albans),"-37.739646, 144.788653",3021
619,James St/Emily St (St Albans),"-37.740392, 144.792364",3021
620,Elizabeth St/Emily St (St Albans),"-37.742744, 144.791863",3021
621,Scott Ave/Main Rd West (St Albans),"-37.743724, 144.794671",3021
622,Tintern Gr/Bernard St (Cheltenham),"-37.952823, 145.059282",3192
623,Parnell St/Bernard St (Cheltenham),"-37.953234, 145.062344",3192
624,Christensen St/Bernard St (Cheltenham),"-37.953553, 145.064771",3192
625,Cheltenham Sec Col/Bernard St (Cheltenham),"-37.953967, 145.068015",3202
626,Dissik St/Bernard St (Cheltenham),"-37.95439, 145.071305",3202
627,Kingston Centre/Bernard St (Cheltenham),"-37.954602, 145.075965",3192
628,Kingston Centre/Kingston Rd (Heatherton),"-37.953266, 145.078003",3202
629,Childs Rd/Betula Ave (Mill Park),"-37.668704, 145.060324",3032
630,Byng Ave/Kingston Rd (Heatherton),"-37.953601, 145.080885",3202
631,Ball Rd/Kingston Rd (Heatherton),"-37.95393, 145.083904",3202
632,Kingston Heath Golf Club/Kingston Rd (Heatherton),"-37.954296, 145.087025",3202
633,Kingston Rd (Heatherton),"-37.954712, 145.090439",3202
634,Pietro Rd/Kingston Rd (Heatherton),"-37.95522, 145.094558",3202
635,Old Dandenong Rd/Kingston Rd (Heatherton),"-37.955793, 145.099357",3202
636,Peace Rd/Kingston Rd (Clarinda),"-37.956807, 145.107458",3169
637,Heatherton Christian College/Kingston Rd (Clarinda),"-37.957386, 145.112064",3169
638,Kingston Rd/Clayton Rd (Clarinda),"-37.956742, 145.113492",3169
639,Ryans Rd/Clayton Rd (Clarinda),"-37.95111, 145.114614",3169
640,Tully Rd/Clayton Rd (Clarinda),"-37.947274, 145.115395",3169
